,Tweet Text,Label,clean_tweet
646,Coronavirus: ANC Councillors 'Lootingâ Food Parcels for the Poor https://t.co/tnsZRUQ8ad,1,Coronavirus: ANC Councillors 'Looting Food Parcels for the Poor
647,@DSBD_SA @MizKhu requirements of access to all kinds of funding for Covid19 undermines blacks.nonsensical supporting documents demanded why don't you just check with Sars if someone's business in compliance or not? ITA34 states everything income/turnover why hard applications?,1,@DSBD_SA @MizKhu requirements of access to all kinds of funding for Covid19 undermines blacks.nonsensical supporting documents demanded why don't you just check with Sars if someone's business in compliance or not? ITA34 states everything income/turnover why hard applications?
648,"@WBEZ did the climate of the post-1918/1918 flu pandemic play into the 1919 'race' riots?
will the climate of the post-2020 Covid-19 flu pandemic play into further 'race' riots?",1,@WBEZ did the climate of the post-1918/1918 flu pandemic play into the 1919 'race' riots? will the climate of the post-2020 Covid-19 flu pandemic play into further 'race' riots?
649,"'We want to study you': For some blacks, coronavirus triggers fear of Tuskegee experiment https://t.co/QSHgAvSTM3 YOU BROUGHT THIS TO OUR NEIGHBORHOODS BS AT ITS BEST AGAIN WE ARE MISTREATED LEFT UNTREATED BECAUSE OF YALLS MESS KILL YOURSELVES NOT US ITS NOT IN RICH NEIGHBORHOODS",1,"'We want to study you': For some blacks, coronavirus triggers fear of Tuskegee experiment YOU BROUGHT THIS TO OUR NEIGHBORHOODS BS AT ITS BEST AGAIN WE ARE MISTREATED LEFT UNTREATED BECAUSE OF YALLS MESS KILL YOURSELVES NOT US ITS NOT IN RICH NEIGHBORHOODS"
650,"Coronavirus: Stay indoors or be fined

ð£ Because of a minority of Wâï¸s ð¤

https://t.co/WRDPratu3u",1,Coronavirus: Stay indoors or be fined Because of a minority of Ws
651,@makeforyourself Black Americans die from Covid-19 at three times the rate of white people.  If it was reversed in FL for instance would Desantis and Trump have promoted it's spread? Hispanics also die at higher rate. Remember black Americans vote Democrat largely and Bush won by 500 votes in FL,1,@makeforyourself Black Americans die from Covid-19 at three times the rate of white people. If it was reversed in FL for instance would Desantis and Trump have promoted it's spread? Hispanics also die at higher rate. Remember black Americans vote Democrat largely and Bush won by 500 votes in FL
652,@danysupremacy r we talkin about the same matt davis that was raciat to asians about the chinese virus? hm. interesting,1,@danysupremacy r we talkin about the same matt davis that was raciat to asians about the chinese virus? hm. interesting
653,Please retweet &amp; share w/ your friends. African Americans &amp; Latinos are dying in disproportionate rates. Young Brotha @BrandonJWoods1 from Harvard w/a goal to use his music to save lives &amp; feed those affected by covid19 pandemic. Please share broadly so this will go viral. Thanks https://t.co/54EFERMhU0,1,Please retweet &amp; share w/ your friends. African Americans &amp; Latinos are dying in disproportionate rates. Young Brotha @BrandonJWoods1 from Harvard w/a goal to use his music to save lives &amp; feed those affected by covid19 pandemic. Please share broadly so this will go viral. Thanks
654,"Coronavirus Outbreak: Govt making sanitisers for rich from poor peopleâs share of rice, says Rahul Gandhi #india #latestnews https://t.co/8jDzGfG2Fj",1,"Coronavirus Outbreak: Govt making sanitisers for rich from poor peoples share of rice, says Rahul Gandhi #india #latestnews"
655,"His administration has been after the rights of:
Immigrants /asylum seekers
Women 
LGBTQA 
Black and brown People 
Asians with Covid19 slurs
Press/Media. 
The Working Poor, any race. 
He only cares about Evangelicans, white middle &amp; upper class ,1%.
But let's not panic. I can't.",1,"His administration has been after the rights of: Immigrants /asylum seekers Women LGBTQA Black and brown People Asians with Covid19 slurs Press/Media. The Working Poor, any race. He only cares about Evangelicans, white middle &amp; upper class ,1%. But let's not panic. I can't."
656,"We could of had 2 mths of supporting each other &amp; helping each other through the change to life that coronavirus dumped upon us. It should of been community spirit &amp; Britain stand together.But no,a vile minority media have divided,lied,critised &amp; spread hatred. Time for changes",1,"We could of had 2 mths of supporting each other &amp; helping each other through the change to life that coronavirus dumped upon us. It should of been community spirit &amp; Britain stand together.But no,a vile minority media have divided,lied,critised &amp; spread hatred. Time for changes"
657,"@ABC @SpeakerPelosi @TheDemocrats  @realDonaldTrump @HouseGOP @SenateGOP @WhiteHouse 
START HERE: Make Black American/African American An Actual Nationality. Pay us our 40 acres &amp; a mule or the equivalent. Atone for your Sins. #COVID19  #coronavirus #BestFriendsDay #Insecure",1,@ABC @SpeakerPelosi @TheDemocrats @realDonaldTrump @HouseGOP @SenateGOP @WhiteHouse START HERE: Make Black American/African American An Actual Nationality. Pay us our 40 acres &amp; a mule or the equivalent. Atone for your Sins. #COVID19 #coronavirus #BestFriendsDay #Insecure
658,"In Chicago Illinois in the USA, the following stats are terrifying:

Population Stats:
Black = 29.3%
Whites = 45.3%
Latino = 29.7

Coronavirus cases and deaths:
Blacks=70% of all cases in the city of Chicago ð¤¯
Blacks=50% of all deaths in the entire State of Illinois ð¤¯",1,"In Chicago Illinois in the USA, the following stats are terrifying: Population Stats: Black = 29.3% Whites = 45.3% Latino = 29.7 Coronavirus cases and deaths: Blacks=70% of all cases in the city of Chicago Blacks=50% of all deaths in the entire State of Illinois"
659,"@Monhill1982 @JaniceDean Fauci praises Cuomo for acting very CCP. CCP locked people up in their homes to ensure Covid19 remained inside without risk to outside. Sound familiar Andy? Fauci the ghoul says Andy did a great job. Grab Covid19 by its balls and k*ll grandma, good boy Andy.",1,"@Monhill1982 @JaniceDean Fauci praises Cuomo for acting very CCP. CCP locked people up in their homes to ensure Covid19 remained inside without risk to outside. Sound familiar Andy? Fauci the ghoul says Andy did a great job. Grab Covid19 by its balls and k*ll grandma, good boy Andy."
660,@MOHW_Taiwan @WHO The WHO has lied to the World  and did not do their job of trying to protect the world of this Chinese Virus that they Knew was happening in real time. WHO is a fake Chinese group that should be removed because it has become a Chinese mouth piece with lying if this pandemic virus,1,@MOHW_Taiwan @WHO The WHO has lied to the World and did not do their job of trying to protect the world of this Chinese Virus that they Knew was happening in real time. WHO is a fake Chinese group that should be removed because it has become a Chinese mouth piece with lying if this pandemic virus
661,"@TheDemocrats 1. Racism is reprehensible.
2. Chinese is a nationality not a race. If you are an American of Asian descent from any country, you are American.
3. There are great Chinese people, but the CPC are not good guys.
4. The CPC continues to lie to the world about the Corona virus.",1,"@TheDemocrats 1. Racism is reprehensible. 2. Chinese is a nationality not a race. If you are an American of Asian descent from any country, you are American. 3. There are great Chinese people, but the CPC are not good guys. 4. The CPC continues to lie to the world about the Corona virus."
662,"Temple has billions of DOLLAR and GOLD, when they will start helping the poorâs and Needy in Corona virus,
#Helppoorindian_COVID19
#Indiawantschange2020",1,"Temple has billions of DOLLAR and GOLD, when they will start helping the poors and Needy in Corona virus, #Helppoorindian_COVID19 #Indiawantschange2020"
663,"@Corey_Atherley @claire_is_there @vigneshr11 @Surgeon_General @WhiteHouse They arenât all white lmao. We live in a multicultural country. College students of all races and all ages for that matter, are doing that stupid shit. And not to mention the news was saying African Americans were at a lower chance to catch Covid-19 when it first began.",1,"@Corey_Atherley @claire_is_there @vigneshr11 @Surgeon_General @WhiteHouse They arent all white lmao. We live in a multicultural country. College students of all races and all ages for that matter, are doing that stupid shit. And not to mention the news was saying African Americans were at a lower chance to catch Covid-19 when it first began."
664,"Nothing to see here....ð¤¨

Melinda Gates Wants to Deliver Coronavirus Vaccine Based on Racial Groups, Blacks First

#TheMoreYouKnow

 https://t.co/wsC5U2eW7I",1,"Nothing to see here.... Melinda Gates Wants to Deliver Coronavirus Vaccine Based on Racial Groups, Blacks First #TheMoreYouKnow"
665,"If masks work
Why did Gov Cuomo give early release to Prisoners instead of putting masks on them ?
Murderer Cuomo MANDATED nursing homes take in recovering Coronavirus patients instead of putting them in the barely used Javits Center or the USNS Comfort and 5,300 residents DIED",1,"If masks work Why did Gov Cuomo give early release to Prisoners instead of putting masks on them ? Murderer Cuomo MANDATED nursing homes take in recovering Coronavirus patients instead of putting them in the barely used Javits Center or the USNS Comfort and 5,300 residents DIED"
666,"@mmpadellan So you have no money to donate to the coronavirus relief, but plenty to donate here? Typical!",1,"@mmpadellan So you have no money to donate to the coronavirus relief, but plenty to donate here? Typical!"
667,"TO #HONOR #JOHN-LEWIS, #BLACKS MUST STOP THE #BIGOTRY #WITHIN. #FakeNewsMedia #NO-Masking=Dead #Covid-19 #Antifa #ALM #BLM",1,"TO #HONOR #JOHN-LEWIS, #BLACKS MUST STOP THE #BIGOTRY #WITHIN. #FakeNewsMedia #NO-Masking=Dead #Covid-19 #Antifa #ALM #BLM"
668,Great job Chicago do you wonder why the coronavirus attacks black more than white https://t.co/IzHoMu6RB7,1,Great job Chicago do you wonder why the coronavirus attacks black more than white
669,"@TheSun China Wuhan Coronavirus is mass murder act by Chinese Communist Party government that targets elderly people.
The true target this time is Queen Elizabeth II of England.
Yakuza in Japan always doing the same.",1,@TheSun China Wuhan Coronavirus is mass murder act by Chinese Communist Party government that targets elderly people. The true target this time is Queen Elizabeth II of England. Yakuza in Japan always doing the same.
670,The #Coronavirus is the biggest con job in the history of the world and the worlds least deadly pandemic ever. #FakeNews,1,The #Coronavirus is the biggest con job in the history of the world and the worlds least deadly pandemic ever. #FakeNews
671,"Am I the only one who thinks Covid-19 is Trumps easy equivalent to the gas chambers?  Heâs killing the minorities, the people heâs shown to hate through his own words, by intentionally ignoring the science and data and not implementing protocols to eradicate it from the US.",1,"Am I the only one who thinks Covid-19 is Trumps easy equivalent to the gas chambers? Hes killing the minorities, the people hes shown to hate through his own words, by intentionally ignoring the science and data and not implementing protocols to eradicate it from the US."
672,@jacobvaughters @shakumeki @ohjeonjk @floweruji @yeahboyallo @jrnalll yâall are calling it the chinese virus to push the blame on us asians. stop it and just call it covid 19 itâs not that hard.,1,@jacobvaughters @shakumeki @ohjeonjk @floweruji @yeahboyallo @jrnalll yall are calling it the chinese virus to push the blame on us asians. stop it and just call it covid 19 its not that hard.
673,"@sarahlazare @inthesetimesmag @DrTomFrieden 8/ We already know Black, Latino and poor people are disproportionately dying from Covid-19âthis horrific trend is almost certain to continue in subsequent spikes-- per https://t.co/jqR6MUuSBF BY @sarahlazare",1,"@sarahlazare @inthesetimesmag @DrTomFrieden 8/ We already know Black, Latino and poor people are disproportionately dying from Covid-19this horrific trend is almost certain to continue in subsequent spikes-- per BY @sarahlazare"
674,"For everyone tweeting âcoronavirus doesnât discriminate,â you are wrong. It discriminates socially, economically and for all we know, genetically. I have not seen any of those posts from an African American or Latino. #coronavirus #NewYork #Covid_19 #USA",1,"For everyone tweeting coronavirus doesnt discriminate, you are wrong. It discriminates socially, economically and for all we know, genetically. I have not seen any of those posts from an African American or Latino. #coronavirus #NewYork #Covid_19 #USA"
675,"Injusticesâ fight for racial equality and proper treatment in the fishing communities, address Indigenous rights, and give the elderly the proper treatment that they deserve. #Covid19",1,"Injustices fight for racial equality and proper treatment in the fishing communities, address Indigenous rights, and give the elderly the proper treatment that they deserve. #Covid19"
676,"'Vulnerable' and 'underlying conditions' are both just EUPHEMISMS for the word DISABLED. 

That then should also tell you the scope of the tragedy Covid19 has been through the pandemic? Too.

#DisabledNotVulnerable
#UnderlyingConditionsAreDisabilities
#DisabledDemocideUK",1,'Vulnerable' and 'underlying conditions' are both just EUPHEMISMS for the word DISABLED. That then should also tell you the scope of the tragedy Covid19 has been through the pandemic? Too. #DisabledNotVulnerable #UnderlyingConditionsAreDisabilities #DisabledDemocideUK
677,"not only are 'they' willing to expand tribe of expendables... 
deplorables too ignorant to realize, when our tribute is not enough, 'they' coming for you 

after they've sacrificed prisoners, nursing homes, elderly, disabled, the hood... 
who's left 

#covid19 https://t.co/HH47ZLZGul",1,"not only are 'they' willing to expand tribe of expendables... deplorables too ignorant to realize, when our tribute is not enough, 'they' coming for you after they've sacrificed prisoners, nursing homes, elderly, disabled, the hood... who's left #covid19"
678,Covid-19 has exposed India's failure to deliver even the most basic obligations to its people - CNN Modiâs Crimes against humanity of Ethnic Genocide of Minority Muslims in Gujarat and Kashmir is Indiaâs shame and it is cursed for its inhumanity! https://t.co/mz8GaWhIlw,1,Covid-19 has exposed India's failure to deliver even the most basic obligations to its people - CNN Modis Crimes against humanity of Ethnic Genocide of Minority Muslims in Gujarat and Kashmir is Indias shame and it is cursed for its inhumanity!
679,A white supremacy entitled woman just had to curse at me for wearing a surgical mask in public. People of Asian descent arenât safe here. #ou #ourexperience #norman #ok #normanok #endracism #COVID19 #CoronaLockdown #SocialDistanacing #CoronavirusOutbreak,1,A white supremacy entitled woman just had to curse at me for wearing a surgical mask in public. People of Asian descent arent safe here. #ou #ourexperience #norman #ok #normanok #endracism #COVID19 #CoronaLockdown #SocialDistanacing #CoronavirusOutbreak
680,"@naverendingpain And I can guarantee you the same ppl saying that anime characters 'look white' are probably the same ones calling covid-19 the ""Chinese virus"" + attacking Asians over it. I sure do hate it here.",1,"@naverendingpain And I can guarantee you the same ppl saying that anime characters 'look white' are probably the same ones calling covid-19 the ""Chinese virus"" + attacking Asians over it. I sure do hate it here."
681,"How about start a ""media stop using photos of asians on stories about white Americans with coronavirus"" challenge.",1,"How about start a ""media stop using photos of asians on stories about white Americans with coronavirus"" challenge."
682,"@skaijackson Donal Trump is racist cuz he called Chinese people(or china) the "" Chinese virus"" I'M CHINESE but I'm not from china and i'm speacking out for the chinese and asian . Therefore He's racist.",1,"@skaijackson Donal Trump is racist cuz he called Chinese people(or china) the "" Chinese virus"" I'M CHINESE but I'm not from china and i'm speacking out for the chinese and asian . Therefore He's racist."
683,"@EGWilliams77 @LockdownNo @LindaCHarris @ProfKarolSikora What about people who fear wearing a mask? I don't, but plenty do, including my disabled daughter who also relies on lip reading and I've seen no respect and empathy for them. The kindness needs to go both ways. Covid-19 seems to be the only fear allowed to recieve empathy.",1,"@EGWilliams77 @LockdownNo @LindaCHarris @ProfKarolSikora What about people who fear wearing a mask? I don't, but plenty do, including my disabled daughter who also relies on lip reading and I've seen no respect and empathy for them. The kindness needs to go both ways. Covid-19 seems to be the only fear allowed to recieve empathy."
684,The privatisation (or for profit) of elderly care was never going to end well. Coronavirus has just magnified issues. Something fundamentally wrong with how UK looks after its vulnerable. Has been for decades.,1,The privatisation (or for profit) of elderly care was never going to end well. Coronavirus has just magnified issues. Something fundamentally wrong with how UK looks after its vulnerable. Has been for decades.
685,"Despite being on the frontlines of the rural healthcare system amid Covid19, ASHA workers don't have decent wages, PPE, or job security.
@amnesty @aditimurti
https://t.co/8rg2z0AysN",1,"Despite being on the frontlines of the rural healthcare system amid Covid19, ASHA workers don't have decent wages, PPE, or job security. @amnesty @aditimurti"
686,I wish you put even 1/2 the effort into a real Covid-19 response that you do into baselessly and endlessly bitching about mail-in voting,1,I wish you put even 1/2 the effort into a real Covid-19 response that you do into baselessly and endlessly bitching about mail-in voting
687,"@barlowcr @ThomasJTobin1 You canât call yourself a Christian and you canât follow Matt 25:31-46 (go look it up). Tell me if your Lord, Trump follows that as well besides being âanti killing babiesâ but is ok sacrificing old people (like you) and school children vs. covid19 for the sake of economy. ð¤·ð»ââï¸",1,"@barlowcr @ThomasJTobin1 You cant call yourself a Christian and you cant follow Matt 25:31-46 (go look it up). Tell me if your Lord, Trump follows that as well besides being anti killing babies but is ok sacrificing old people (like you) and school children vs. covid19 for the sake of economy."
688,"70 percent of health workers who died of coronavirus in UK are blacks, other ethnic minorities https://t.co/RfEJ5MQzdl",1,"70 percent of health workers who died of coronavirus in UK are blacks, other ethnic minorities"
689,"There are still 185 children being held in family detention facilities. Covid-19 is still being spread. Environmental regulations continue to be rolled back. And our nation is still deploy divided by race, socio-economic status, and party.",1,"There are still 185 children being held in family detention facilities. Covid-19 is still being spread. Environmental regulations continue to be rolled back. And our nation is still deploy divided by race, socio-economic status, and party."
690,@MMcminty Abuse immigrants? Get a grip you melt! Always the same narrative................lets play the fucking race card! Pathetic. And yes Covid 19 did originate from China due to their disgusting eating habits.,1,@MMcminty Abuse immigrants? Get a grip you melt! Always the same narrative................lets play the fucking race card! Pathetic. And yes Covid 19 did originate from China due to their disgusting eating habits.
691,"@juliaioffe What does calling the Coronavirus the Wuhan virus, the Chinese province in which it originated, have to do with discriminating against Asian Americans in college admissions?  Were you dropped on your head as a child?",1,"@juliaioffe What does calling the Coronavirus the Wuhan virus, the Chinese province in which it originated, have to do with discriminating against Asian Americans in college admissions? Were you dropped on your head as a child?"
692,@realDonaldTrump It is clear to see who has benefitted from your corrupt presidency.  It certainly is not the millions of people who are worried about how they are going to pay hospital bills from Covid-19 or feed their children because they don't have a job.  #WakeUp,1,@realDonaldTrump It is clear to see who has benefitted from your corrupt presidency. It certainly is not the millions of people who are worried about how they are going to pay hospital bills from Covid-19 or feed their children because they don't have a job. #WakeUp
693,"@Madonna Covid 19 has surely made people realise how fragile society is? Brutality and ingrained oppression and discrimination by the police, governmental agencies and sections of the media against African Americans and other minorities has to be confronted and defeated, once and for all.",1,"@Madonna Covid 19 has surely made people realise how fragile society is? Brutality and ingrained oppression and discrimination by the police, governmental agencies and sections of the media against African Americans and other minorities has to be confronted and defeated, once and for all."
694,"@TVZone_ 'cost cutting due to the Coronavirus crisis'....CCHQ has the BBC's testicles in a vice, they want a Fox News that supports the Tories and wall-to-wall Murdoch TV. We're well on the way to Walmart Chicken eating Trumpland where God help you if you haven't got a decent job.",1,"@TVZone_ 'cost cutting due to the Coronavirus crisis'....CCHQ has the BBC's testicles in a vice, they want a Fox News that supports the Tories and wall-to-wall Murdoch TV. We're well on the way to Walmart Chicken eating Trumpland where God help you if you haven't got a decent job."
695,"There is a cure for COVID19.

But, Bill Gate and his wife wish to vaccinate Black people against the virus.

Why, if not to make our mothers sterile and depopulate the Black race?

#Hydroxychloroquine Cures Covid19
@MaziNnamdiKanu
@Amaka_Ekwo
@EsiowuMazi https://t.co/qENCLiCARu",1,"There is a cure for COVID19. But, Bill Gate and his wife wish to vaccinate Black people against the virus. Why, if not to make our mothers sterile and depopulate the Black race? #Hydroxychloroquine Cures Covid19 @MaziNnamdiKanu @Amaka_Ekwo @EsiowuMazi"
696,"@SenMcSallyAZ @uarizona Psychopath Racist Traitor McSally first.

What Traitor McSally is advocating, is Arizonans act as guinea pigs.

All Coronavirus testing is covered by the Affordable Care Act.

It's already free, and testing widely available. 

Dump Psychopath Racist Traitor McSally!",1,"@SenMcSallyAZ @uarizona Psychopath Racist Traitor McSally first. What Traitor McSally is advocating, is Arizonans act as guinea pigs. All Coronavirus testing is covered by the Affordable Care Act. It's already free, and testing widely available. Dump Psychopath Racist Traitor McSally!"
697,"@SenatorLoeffler Fuck that, Cut checks to poor people. Period. #TrumpDeathToll85K #TrumpLiesAmericansDie #COVID19 #TrumpDeathClock #TrumpVirus #coronavirus https://t.co/nFXQvTejvR",1,"@SenatorLoeffler Fuck that, Cut checks to poor people. Period. #TrumpDeathToll85K #TrumpLiesAmericansDie #COVID19 #TrumpDeathClock #TrumpVirus #coronavirus"
698,"@Disney  beautiful family ad coming from a company that sponsors faux Fox news, spewing lies, PROPAGANDA, disinformation, to encourage senior culling and misinformation on #Covid19",1,"@Disney beautiful family ad coming from a company that sponsors faux Fox news, spewing lies, PROPAGANDA, disinformation, to encourage senior culling and misinformation on #Covid19"
699,@sonofthedrago11 @RetroHellspawn There's no such thing as the 'hwhite' race' sorry. Try again? Also extremist name me a single leftist country that hasn't effectively dealt with Covid 19 and I'll name all the right wing countries that are deliberately complicit to it for the sake of protecting their own wealth?,1,@sonofthedrago11 @RetroHellspawn There's no such thing as the 'hwhite' race' sorry. Try again? Also extremist name me a single leftist country that hasn't effectively dealt with Covid 19 and I'll name all the right wing countries that are deliberately complicit to it for the sake of protecting their own wealth?
700,"Trump cheers on governors even as they ignore White House coronavirus guidelines in race to reopen https://t.co/WvuLXSsrjL 
The irony of sycophants, cultists and faux Religious pushed Trump's Make America Great/Now he has USA on Life Supports with uncertainty is cost of funeral",1,"Trump cheers on governors even as they ignore White House coronavirus guidelines in race to reopen The irony of sycophants, cultists and faux Religious pushed Trump's Make America Great/Now he has USA on Life Supports with uncertainty is cost of funeral"
701,"@TributeProjects Asians strike again....first coronavirus, now hornets",1,"@TributeProjects Asians strike again....first coronavirus, now hornets"
702,"Someone who wants the coronavirus to afflict certain people (minorities, immigrants, prisoners) more than others think he did a ""great job.""",1,"Someone who wants the coronavirus to afflict certain people (minorities, immigrants, prisoners) more than others think he did a ""great job."""
703,"Canada succeeded on coronavirus where America failed. Why? https://t.co/Ag3Tc7yNjL via @voxdotcom
Trump listens 2 Steven Miller who is a Racist. Miller advised Trump 2 let people of color die when he found out that the people of color were disproportionately affected by the virus",1,Canada succeeded on coronavirus where America failed. Why? via @voxdotcom Trump listens 2 Steven Miller who is a Racist. Miller advised Trump 2 let people of color die when he found out that the people of color were disproportionately affected by the virus
704,@MagicKing78 @AndyOstroy @realDonaldTrump @AjitPaiFCC @FCC @FLOTUS We have state and local  governments like New York and California that had parades (Pelosi) and forced nursing homes to take covid19 patients. Most deaths occurred in those. I bet Cuomo is your idol ððð,1,@MagicKing78 @AndyOstroy @realDonaldTrump @AjitPaiFCC @FCC @FLOTUS We have state and local governments like New York and California that had parades (Pelosi) and forced nursing homes to take covid19 patients. Most deaths occurred in those. I bet Cuomo is your idol
705,"@juliebosman @ramonajordan423 Now can we get back to the problem at hand - Police violation of civil rights, especially of African Americans.

Stop chasing Trumps FALSE narrative.
Media follow up on why the protests started!
Media follow up on what's happening to our election!
Media follow up on Covid-19!",1,"@juliebosman @ramonajordan423 Now can we get back to the problem at hand - Police violation of civil rights, especially of African Americans. Stop chasing Trumps FALSE narrative. Media follow up on why the protests started! Media follow up on what's happening to our election! Media follow up on Covid-19!"
706,Check Out This Article: Black Renters Brace For Wave Of Evictions As Coronavirus Moratoriums Begin To... https://t.co/gFxMn2fBKg,1,Check Out This Article: Black Renters Brace For Wave Of Evictions As Coronavirus Moratoriums Begin To...
707,"A group of mentally handicapped people, the country is in distress, instead of helping, but stepping on it. Do you really think that others say âChinese virusâ, âWuhan virusâ,you can be distinguished?Ony together fight it!",1,"A group of mentally handicapped people, the country is in distress, instead of helping, but stepping on it. Do you really think that others say Chinese virus, Wuhan virus,you can be distinguished?Ony together fight it!"
708,Covid-19âs Race and Class Warfare https://t.co/ELx9mjhFqi,1,Covid-19s Race and Class Warfare
709,"@zoeyjaxmisiu @IngrahamAngle The cause of these riots is Republican- Trump is solely Responsible for not changing the culture of police, for insuring that minorities suffered more deaths from Covid-19, for inciting violence by his stupid mouth",1,"@zoeyjaxmisiu @IngrahamAngle The cause of these riots is Republican- Trump is solely Responsible for not changing the culture of police, for insuring that minorities suffered more deaths from Covid-19, for inciting violence by his stupid mouth"
710,"@JoeLinYang @KIR_bigg50 @steph93065 Asians are so impressive, like some people tried to start a racist trend with the whole covid-19 thing but they just didn't give a f*ck.",1,"@JoeLinYang @KIR_bigg50 @steph93065 Asians are so impressive, like some people tried to start a racist trend with the whole covid-19 thing but they just didn't give a f*ck."
711,@_montoni But blacks are also catching coronavirus more. I wonder why ð¤·ââï¸,1,@_montoni But blacks are also catching coronavirus more. I wonder why
712,"Reported on R4: In Pennsylvania poor people have their water cut off for not paying their bill. How can that be right, access to clean water should be available to all as a human right &amp;, unless achieved pronto, Covid-19 will be impossible to eradicate &amp; render humans extinct.",1,"Reported on R4: In Pennsylvania poor people have their water cut off for not paying their bill. How can that be right, access to clean water should be available to all as a human right &amp;, unless achieved pronto, Covid-19 will be impossible to eradicate &amp; render humans extinct."
713,U-turn on critical care advice for NHS  amid fears disabled people will be denied treatment for coronavirus https://t.co/813VtUhzmK,1,U-turn on critical care advice for NHS amid fears disabled people will be denied treatment for coronavirus
714,@realDonaldTrump @foxandfriends @MariaBartiromo But what are you going to do about people who are in low income apartments with this covid-19 they get sick because they are too close to each other are you going to provide health care or anything cause itâs seems you just throw them away,1,@realDonaldTrump @foxandfriends @MariaBartiromo But what are you going to do about people who are in low income apartments with this covid-19 they get sick because they are too close to each other are you going to provide health care or anything cause its seems you just throw them away
715,"Even in areas where the Black community is the minority, they account for the majority of those dying from #COVID-19. This is especially concerning for pregnant women living in these communities: https://t.co/5h0OWdZDzd #CoronaVirusUpdates #HealthEquity",1,"Even in areas where the Black community is the minority, they account for the majority of those dying from #COVID-19. This is especially concerning for pregnant women living in these communities: #CoronaVirusUpdates #HealthEquity"
716,@TheRevAl Dr. Fauci wonât tell you that minorities are genetically predisposed to have kidney problems. I will. Kidneys are the basis for all the underlying causes of death in Coronavirus. People dont know that kidney damage/disease is both the cause and,1,@TheRevAl Dr. Fauci wont tell you that minorities are genetically predisposed to have kidney problems. I will. Kidneys are the basis for all the underlying causes of death in Coronavirus. People dont know that kidney damage/disease is both the cause and
717,"@GovMurphy Others state did good job but not you , New York and you play coronavirus game",1,"@GovMurphy Others state did good job but not you , New York and you play coronavirus game"
718,There have been comments about race being bought into Covid-19 outbreak. It's simple really. If any race is less or more affected than that simple fact can help find a vaccine. Anything that locks out this virus from any human body is the aim.,1,There have been comments about race being bought into Covid-19 outbreak. It's simple really. If any race is less or more affected than that simple fact can help find a vaccine. Anything that locks out this virus from any human body is the aim.
719,@IlonaKickbusch Know #WHO is responsible for the Communist Oppression Virus Identified 2019 #COVIDã¼19 global pandemic? The Coronavirus Cover-Up: A Timeline https://t.co/HwAWywWJht Trump Says NO MONEY for the W.H.O. https://t.co/AWuPPrKoaS via @YouTube,1,@IlonaKickbusch Know #WHO is responsible for the Communist Oppression Virus Identified 2019 #COVID19 global pandemic? The Coronavirus Cover-Up: A Timeline Trump Says NO MONEY for the W.H.O. via @YouTube
720,"Coronavirus has fuelled racism against Asian-Australians, but why isn't official data showing it? https://t.co/rR6dD4LdRk via @abcnews 

Read this rubbish.
Abc RIP.
Rolling of the eyes..f me.",1,"Coronavirus has fuelled racism against Asian-Australians, but why isn't official data showing it? via @abcnews Read this rubbish. Abc RIP. Rolling of the eyes..f me."
721,"@ItsLit_GiGi Tik Tok should have been cancelled since covid-19, they started racially discriminating against blacks since then but cos they didn't trend your # now you want to cancel them. People are so hypocritical and stupid, they don't want to make trendy videos anymore? Idiots",1,"@ItsLit_GiGi Tik Tok should have been cancelled since covid-19, they started racially discriminating against blacks since then but cos they didn't trend your # now you want to cancel them. People are so hypocritical and stupid, they don't want to make trendy videos anymore? Idiots"
722,"Broad disapproval for Trump's handling of coronavirus, race relations: POLL - ABC News - https://t.co/wwXa6cOUy1 via @ABC",1,"Broad disapproval for Trump's handling of coronavirus, race relations: POLL - ABC News - via @ABC"
723,"@MissBeaE @abbydphillip Not even 2%.

According to 2 sources, Maine's population is either 1.34% or 1.7% Black, or African American.

More notably, Blacks account for 23.2% of Maine's covid-19 cases, but only 2 (1.7%) of the state's 115 coronavirus deaths.
https://t.co/HAFpjo5wn5
https://t.co/ocQSA7cR8P",1,"@MissBeaE @abbydphillip Not even 2%. According to 2 sources, Maine's population is either 1.34% or 1.7% Black, or African American. More notably, Blacks account for 23.2% of Maine's covid-19 cases, but only 2 (1.7%) of the state's 115 coronavirus deaths."
724,"@TreyMays This is a thing now? Oh joy. Maybe also consider what proportion of blacks are diabetic, which is the most important factor in the severity of the coronavirus for patients under age 70.",1,"@TreyMays This is a thing now? Oh joy. Maybe also consider what proportion of blacks are diabetic, which is the most important factor in the severity of the coronavirus for patients under age 70."
725,Even viruses hit the poor the worst.. they're supposed to be equal ð­ð­ #CoronavirusLockdown #COVID19,1,Even viruses hit the poor the worst.. they're supposed to be equal #CoronavirusLockdown #COVID19
726,"@BorisJohnson didn't need to invite the Mayor of London @SadiqKhan in lockdown plans for London because Johnson's making such a rip-snorting, world-beating, European death-chart topping success of the UK's Covid-19 response.
https://t.co/eVcQcaY6zJ",1,"@BorisJohnson didn't need to invite the Mayor of London @SadiqKhan in lockdown plans for London because Johnson's making such a rip-snorting, world-beating, European death-chart topping success of the UK's Covid-19 response."
